1,Sellyme,2582
2,NintendoS.T.A.R.,2387
3,yicestmoi,2368
4,Undead,1785
5,BlueDragon43,1580
6,yoshi24kobe,995
7,BCL,898
8,malkieriking,825
9,MrVette,747
10,PiotrB,672
11,packattack,661
12,Silverboxer,654
13,Emperor91,567
14,Grace,532
15,Filipjack2000,529
16,micmic85,525
17,mumei,506
18,etnasante,476
19,Ayron,463
20,MachineGryphon,448
21,Hexcus,445
22,ERROR,442
23,SpeedyGT,429
24,HyperSonic7701,422
25,XtremePlays,416
26,Siliconian,410
27,Flothaboss,394
28,RichardTaro,387
29,Prenz,371
30,Snowy,362
31,33TAILS,355
32,LeahKazuno,344
33,SuprRooster,337
34,Vallu,334
35,SkyImprisoned,331
36,SHARK1,329
37,DivisionX,325
38,FUKA63,325
39,CG358,314
40,Starkiller,308
41,Nim,308
42,Loseven,297
43,Really_Tall,296
44,feketerigo,295
45,MrRobTer12,290
46,SW1988,285
47,STRIBBERS,278
48,nick14,275
49,Robottobutoukai,271
50,Zimer,268
51,aweejnas,267
52,Crono,261
53,AlexW03,254
54,satori1707,254
55,SamuraiGoroh,253
56,ALAKTORN,250
57,czechmate,250
58,DarkspinesSonic,248
59,DylCat,248
60,Mandalore,247
61,TheBrain,239
62,LeeBoon,237
63,Alessio954,235
64,MelonGx,226
65,Nielske,225
66,LAM,224
67,morimoyashi,220
68,Minimariner,219
69,blondafro,218
70,Giant,217
71,luigimaster06,213
72,Cdw01,213
73,Mengsk,206
74,nunbuhfore,201
75,PAPIOL,190
76,Cpt.JJ,188
77,scrap,187
78,wadoludo,183
79,FocusSight,180
80,Groudon199,179
81,MegaNoobee,179
82,ACPlay18,178
83,speedruntrainer,177
84,TheRubyMoon,170
85,BrownDuck14,170
86,Lafungo,170
87,Wo0dY,168
88,Stro,166
89,greycatmon,163
90,earlcash05,159
91,UltraSonic,157
92,Judgment,156
93,evanmrob,155
94,Wh0misDS,151
95,izzyke,150
96,noxai,150
97,AntoninZeKing,149
98,SpeedFreak,144
99,Snatch,144
100,KingBoo,144
